Data,Num Mês,Nome do Mês,Dia,Nome do Dia,Ano,Nome do Mês  - Abrev
7-Dec-23,12,dezembro,7,quinta-feira,2023,Dez
8-Dec-23,12,dezembro,8,sexta-feira,2023,Dez
9-Dec-23,12,dezembro,9,sábado,2023,Dez
10-Dec-23,12,dezembro,10,domingo,2023,Dez
11-Dec-23,12,dezembro,11,segunda-feira,2023,Dez
12-Dec-23,12,dezembro,12,terça-feira,2023,Dez
13-Dec-23,12,dezembro,13,quarta-feira,2023,Dez
14-Dec-23,12,dezembro,14,quinta-feira,2023,Dez
15-Dec-23,12,dezembro,15,sexta-feira,2023,Dez
16-Dec-23,12,dezembro,16,sábado,2023,Dez
17-Dec-23,12,dezembro,17,domingo,2023,Dez
18-Dec-23,12,dezembro,18,segunda-feira,2023,Dez
19-Dec-23,12,dezembro,19,terça-feira,2023,Dez
20-Dec-23,12,dezembro,20,quarta-feira,2023,Dez
21-Dec-23,12,dezembro,21,quinta-feira,2023,Dez
22-Dec-23,12,dezembro,22,sexta-feira,2023,Dez
23-Dec-23,12,dezembro,23,sábado,2023,Dez
24-Dec-23,12,dezembro,24,domingo,2023,Dez
25-Dec-23,12,dezembro,25,segunda-feira,2023,Dez
26-Dec-23,12,dezembro,26,terça-feira,2023,Dez
27-Dec-23,12,dezembro,27,quarta-feira,2023,Dez
28-Dec-23,12,dezembro,28,quinta-feira,2023,Dez
29-Dec-23,12,dezembro,29,sexta-feira,2023,Dez
30-Dec-23,12,dezembro,30,sábado,2023,Dez
31-Dec-23,12,dezembro,31,domingo,2023,Dez
1-Jan-24,1,janeiro,1,segunda-feira,2024,Jan
2-Jan-24,1,janeiro,2,terça-feira,2024,Jan
3-Jan-24,1,janeiro,3,quarta-feira,2024,Jan
4-Jan-24,1,janeiro,4,quinta-feira,2024,Jan
5-Jan-24,1,janeiro,5,sexta-feira,2024,Jan
6-Jan-24,1,janeiro,6,sábado,2024,Jan
7-Jan-24,1,janeiro,7,domingo,2024,Jan
8-Jan-24,1,janeiro,8,segunda-feira,2024,Jan
9-Jan-24,1,janeiro,9,terça-feira,2024,Jan
10-Jan-24,1,janeiro,10,quarta-feira,2024,Jan
11-Jan-24,1,janeiro,11,quinta-feira,2024,Jan
12-Jan-24,1,janeiro,12,sexta-feira,2024,Jan
13-Jan-24,1,janeiro,13,sábado,2024,Jan
14-Jan-24,1,janeiro,14,domingo,2024,Jan
15-Jan-24,1,janeiro,15,segunda-feira,2024,Jan
16-Jan-24,1,janeiro,16,terça-feira,2024,Jan
17-Jan-24,1,janeiro,17,quarta-feira,2024,Jan
18-Jan-24,1,janeiro,18,quinta-feira,2024,Jan
19-Jan-24,1,janeiro,19,sexta-feira,2024,Jan
20-Jan-24,1,janeiro,20,sábado,2024,Jan
21-Jan-24,1,janeiro,21,domingo,2024,Jan
22-Jan-24,1,janeiro,22,segunda-feira,2024,Jan
23-Jan-24,1,janeiro,23,terça-feira,2024,Jan
24-Jan-24,1,janeiro,24,quarta-feira,2024,Jan
25-Jan-24,1,janeiro,25,quinta-feira,2024,Jan
26-Jan-24,1,janeiro,26,sexta-feira,2024,Jan
27-Jan-24,1,janeiro,27,sábado,2024,Jan
28-Jan-24,1,janeiro,28,domingo,2024,Jan
29-Jan-24,1,janeiro,29,segunda-feira,2024,Jan
30-Jan-24,1,janeiro,30,terça-feira,2024,Jan
31-Jan-24,1,janeiro,31,quarta-feira,2024,Jan
1-Feb-24,2,fevereiro,1,quinta-feira,2024,Fev
2-Feb-24,2,fevereiro,2,sexta-feira,2024,Fev
3-Feb-24,2,fevereiro,3,sábado,2024,Fev
4-Feb-24,2,fevereiro,4,domingo,2024,Fev
5-Feb-24,2,fevereiro,5,segunda-feira,2024,Fev
6-Feb-24,2,fevereiro,6,terça-feira,2024,Fev
7-Feb-24,2,fevereiro,7,quarta-feira,2024,Fev
8-Feb-24,2,fevereiro,8,quinta-feira,2024,Fev
9-Feb-24,2,fevereiro,9,sexta-feira,2024,Fev
10-Feb-24,2,fevereiro,10,sábado,2024,Fev
11-Feb-24,2,fevereiro,11,domingo,2024,Fev
12-Feb-24,2,fevereiro,12,segunda-feira,2024,Fev
13-Feb-24,2,fevereiro,13,terça-feira,2024,Fev
14-Feb-24,2,fevereiro,14,quarta-feira,2024,Fev
15-Feb-24,2,fevereiro,15,quinta-feira,2024,Fev
16-Feb-24,2,fevereiro,16,sexta-feira,2024,Fev
17-Feb-24,2,fevereiro,17,sábado,2024,Fev
18-Feb-24,2,fevereiro,18,domingo,2024,Fev
19-Feb-24,2,fevereiro,19,segunda-feira,2024,Fev
20-Feb-24,2,fevereiro,20,terça-feira,2024,Fev
21-Feb-24,2,fevereiro,21,quarta-feira,2024,Fev
22-Feb-24,2,fevereiro,22,quinta-feira,2024,Fev
23-Feb-24,2,fevereiro,23,sexta-feira,2024,Fev
24-Feb-24,2,fevereiro,24,sábado,2024,Fev
25-Feb-24,2,fevereiro,25,domingo,2024,Fev
26-Feb-24,2,fevereiro,26,segunda-feira,2024,Fev
27-Feb-24,2,fevereiro,27,terça-feira,2024,Fev
28-Feb-24,2,fevereiro,28,quarta-feira,2024,Fev
29-Feb-24,2,fevereiro,29,quinta-feira,2024,Fev
1-Mar-24,3,março,1,sexta-feira,2024,Mar
2-Mar-24,3,março,2,sábado,2024,Mar
3-Mar-24,3,março,3,domingo,2024,Mar
4-Mar-24,3,março,4,segunda-feira,2024,Mar
5-Mar-24,3,março,5,terça-feira,2024,Mar
6-Mar-24,3,março,6,quarta-feira,2024,Mar
7-Mar-24,3,março,7,quinta-feira,2024,Mar
8-Mar-24,3,março,8,sexta-feira,2024,Mar
9-Mar-24,3,março,9,sábado,2024,Mar
10-Mar-24,3,março,10,domingo,2024,Mar
11-Mar-24,3,março,11,segunda-feira,2024,Mar
12-Mar-24,3,março,12,terça-feira,2024,Mar
13-Mar-24,3,março,13,quarta-feira,2024,Mar
14-Mar-24,3,março,14,quinta-feira,2024,Mar
15-Mar-24,3,março,15,sexta-feira,2024,Mar
16-Mar-24,3,março,16,sábado,2024,Mar
17-Mar-24,3,março,17,domingo,2024,Mar
18-Mar-24,3,março,18,segunda-feira,2024,Mar
19-Mar-24,3,março,19,terça-feira,2024,Mar
20-Mar-24,3,março,20,quarta-feira,2024,Mar
21-Mar-24,3,março,21,quinta-feira,2024,Mar
22-Mar-24,3,março,22,sexta-feira,2024,Mar
23-Mar-24,3,março,23,sábado,2024,Mar
24-Mar-24,3,março,24,domingo,2024,Mar
25-Mar-24,3,março,25,segunda-feira,2024,Mar
26-Mar-24,3,março,26,terça-feira,2024,Mar
27-Mar-24,3,março,27,quarta-feira,2024,Mar
28-Mar-24,3,março,28,quinta-feira,2024,Mar
29-Mar-24,3,março,29,sexta-feira,2024,Mar
30-Mar-24,3,março,30,sábado,2024,Mar
31-Mar-24,3,março,31,domingo,2024,Mar
1-Apr-24,4,abril,1,segunda-feira,2024,Abr
2-Apr-24,4,abril,2,terça-feira,2024,Abr
3-Apr-24,4,abril,3,quarta-feira,2024,Abr
4-Apr-24,4,abril,4,quinta-feira,2024,Abr
5-Apr-24,4,abril,5,sexta-feira,2024,Abr
6-Apr-24,4,abril,6,sábado,2024,Abr
7-Apr-24,4,abril,7,domingo,2024,Abr
8-Apr-24,4,abril,8,segunda-feira,2024,Abr
9-Apr-24,4,abril,9,terça-feira,2024,Abr
10-Apr-24,4,abril,10,quarta-feira,2024,Abr
11-Apr-24,4,abril,11,quinta-feira,2024,Abr
12-Apr-24,4,abril,12,sexta-feira,2024,Abr
13-Apr-24,4,abril,13,sábado,2024,Abr
14-Apr-24,4,abril,14,domingo,2024,Abr
15-Apr-24,4,abril,15,segunda-feira,2024,Abr
16-Apr-24,4,abril,16,terça-feira,2024,Abr
17-Apr-24,4,abril,17,quarta-feira,2024,Abr
18-Apr-24,4,abril,18,quinta-feira,2024,Abr
19-Apr-24,4,abril,19,sexta-feira,2024,Abr
20-Apr-24,4,abril,20,sábado,2024,Abr
21-Apr-24,4,abril,21,domingo,2024,Abr
22-Apr-24,4,abril,22,segunda-feira,2024,Abr
23-Apr-24,4,abril,23,terça-feira,2024,Abr
24-Apr-24,4,abril,24,quarta-feira,2024,Abr
25-Apr-24,4,abril,25,quinta-feira,2024,Abr
26-Apr-24,4,abril,26,sexta-feira,2024,Abr
27-Apr-24,4,abril,27,sábado,2024,Abr
28-Apr-24,4,abril,28,domingo,2024,Abr
29-Apr-24,4,abril,29,segunda-feira,2024,Abr
30-Apr-24,4,abril,30,terça-feira,2024,Abr
1-May-24,5,maio,1,quarta-feira,2024,Mai
2-May-24,5,maio,2,quinta-feira,2024,Mai
3-May-24,5,maio,3,sexta-feira,2024,Mai
4-May-24,5,maio,4,sábado,2024,Mai
5-May-24,5,maio,5,domingo,2024,Mai
6-May-24,5,maio,6,segunda-feira,2024,Mai
7-May-24,5,maio,7,terça-feira,2024,Mai
8-May-24,5,maio,8,quarta-feira,2024,Mai
9-May-24,5,maio,9,quinta-feira,2024,Mai
10-May-24,5,maio,10,sexta-feira,2024,Mai
11-May-24,5,maio,11,sábado,2024,Mai
12-May-24,5,maio,12,domingo,2024,Mai
13-May-24,5,maio,13,segunda-feira,2024,Mai
14-May-24,5,maio,14,terça-feira,2024,Mai
15-May-24,5,maio,15,quarta-feira,2024,Mai
16-May-24,5,maio,16,quinta-feira,2024,Mai
17-May-24,5,maio,17,sexta-feira,2024,Mai
18-May-24,5,maio,18,sábado,2024,Mai
19-May-24,5,maio,19,domingo,2024,Mai
20-May-24,5,maio,20,segunda-feira,2024,Mai
21-May-24,5,maio,21,terça-feira,2024,Mai
22-May-24,5,maio,22,quarta-feira,2024,Mai
23-May-24,5,maio,23,quinta-feira,2024,Mai
24-May-24,5,maio,24,sexta-feira,2024,Mai
25-May-24,5,maio,25,sábado,2024,Mai
26-May-24,5,maio,26,domingo,2024,Mai
27-May-24,5,maio,27,segunda-feira,2024,Mai
28-May-24,5,maio,28,terça-feira,2024,Mai
29-May-24,5,maio,29,quarta-feira,2024,Mai
30-May-24,5,maio,30,quinta-feira,2024,Mai
31-May-24,5,maio,31,sexta-feira,2024,Mai
1-Jun-24,6,junho,1,sábado,2024,Jun
2-Jun-24,6,junho,2,domingo,2024,Jun
3-Jun-24,6,junho,3,segunda-feira,2024,Jun
4-Jun-24,6,junho,4,terça-feira,2024,Jun
5-Jun-24,6,junho,5,quarta-feira,2024,Jun
6-Jun-24,6,junho,6,quinta-feira,2024,Jun
7-Jun-24,6,junho,7,sexta-feira,2024,Jun
8-Jun-24,6,junho,8,sábado,2024,Jun
9-Jun-24,6,junho,9,domingo,2024,Jun
10-Jun-24,6,junho,10,segunda-feira,2024,Jun
11-Jun-24,6,junho,11,terça-feira,2024,Jun
12-Jun-24,6,junho,12,quarta-feira,2024,Jun
13-Jun-24,6,junho,13,quinta-feira,2024,Jun
14-Jun-24,6,junho,14,sexta-feira,2024,Jun
15-Jun-24,6,junho,15,sábado,2024,Jun
16-Jun-24,6,junho,16,domingo,2024,Jun
17-Jun-24,6,junho,17,segunda-feira,2024,Jun
18-Jun-24,6,junho,18,terça-feira,2024,Jun
19-Jun-24,6,junho,19,quarta-feira,2024,Jun
20-Jun-24,6,junho,20,quinta-feira,2024,Jun
21-Jun-24,6,junho,21,sexta-feira,2024,Jun
22-Jun-24,6,junho,22,sábado,2024,Jun
23-Jun-24,6,junho,23,domingo,2024,Jun
24-Jun-24,6,junho,24,segunda-feira,2024,Jun
25-Jun-24,6,junho,25,terça-feira,2024,Jun
26-Jun-24,6,junho,26,quarta-feira,2024,Jun
27-Jun-24,6,junho,27,quinta-feira,2024,Jun
28-Jun-24,6,junho,28,sexta-feira,2024,Jun
29-Jun-24,6,junho,29,sábado,2024,Jun
30-Jun-24,6,junho,30,domingo,2024,Jun
1-Jul-24,7,julho,1,segunda-feira,2024,Jul
2-Jul-24,7,julho,2,terça-feira,2024,Jul
3-Jul-24,7,julho,3,quarta-feira,2024,Jul
4-Jul-24,7,julho,4,quinta-feira,2024,Jul
5-Jul-24,7,julho,5,sexta-feira,2024,Jul
6-Jul-24,7,julho,6,sábado,2024,Jul
7-Jul-24,7,julho,7,domingo,2024,Jul
8-Jul-24,7,julho,8,segunda-feira,2024,Jul
9-Jul-24,7,julho,9,terça-feira,2024,Jul
10-Jul-24,7,julho,10,quarta-feira,2024,Jul
11-Jul-24,7,julho,11,quinta-feira,2024,Jul
12-Jul-24,7,julho,12,sexta-feira,2024,Jul
13-Jul-24,7,julho,13,sábado,2024,Jul
14-Jul-24,7,julho,14,domingo,2024,Jul
15-Jul-24,7,julho,15,segunda-feira,2024,Jul
16-Jul-24,7,julho,16,terça-feira,2024,Jul
17-Jul-24,7,julho,17,quarta-feira,2024,Jul
18-Jul-24,7,julho,18,quinta-feira,2024,Jul
19-Jul-24,7,julho,19,sexta-feira,2024,Jul
20-Jul-24,7,julho,20,sábado,2024,Jul
21-Jul-24,7,julho,21,domingo,2024,Jul
22-Jul-24,7,julho,22,segunda-feira,2024,Jul
23-Jul-24,7,julho,23,terça-feira,2024,Jul
24-Jul-24,7,julho,24,quarta-feira,2024,Jul
25-Jul-24,7,julho,25,quinta-feira,2024,Jul
26-Jul-24,7,julho,26,sexta-feira,2024,Jul
27-Jul-24,7,julho,27,sábado,2024,Jul
28-Jul-24,7,julho,28,domingo,2024,Jul
29-Jul-24,7,julho,29,segunda-feira,2024,Jul
30-Jul-24,7,julho,30,terça-feira,2024,Jul
31-Jul-24,7,julho,31,quarta-feira,2024,Jul
1-Aug-24,8,agosto,1,quinta-feira,2024,Ago
2-Aug-24,8,agosto,2,sexta-feira,2024,Ago
3-Aug-24,8,agosto,3,sábado,2024,Ago
4-Aug-24,8,agosto,4,domingo,2024,Ago
5-Aug-24,8,agosto,5,segunda-feira,2024,Ago
6-Aug-24,8,agosto,6,terça-feira,2024,Ago
7-Aug-24,8,agosto,7,quarta-feira,2024,Ago
8-Aug-24,8,agosto,8,quinta-feira,2024,Ago
9-Aug-24,8,agosto,9,sexta-feira,2024,Ago
10-Aug-24,8,agosto,10,sábado,2024,Ago
11-Aug-24,8,agosto,11,domingo,2024,Ago
12-Aug-24,8,agosto,12,segunda-feira,2024,Ago
13-Aug-24,8,agosto,13,terça-feira,2024,Ago
14-Aug-24,8,agosto,14,quarta-feira,2024,Ago
15-Aug-24,8,agosto,15,quinta-feira,2024,Ago
16-Aug-24,8,agosto,16,sexta-feira,2024,Ago
17-Aug-24,8,agosto,17,sábado,2024,Ago
18-Aug-24,8,agosto,18,domingo,2024,Ago
19-Aug-24,8,agosto,19,segunda-feira,2024,Ago
20-Aug-24,8,agosto,20,terça-feira,2024,Ago
21-Aug-24,8,agosto,21,quarta-feira,2024,Ago
22-Aug-24,8,agosto,22,quinta-feira,2024,Ago
23-Aug-24,8,agosto,23,sexta-feira,2024,Ago
24-Aug-24,8,agosto,24,sábado,2024,Ago
25-Aug-24,8,agosto,25,domingo,2024,Ago
26-Aug-24,8,agosto,26,segunda-feira,2024,Ago
27-Aug-24,8,agosto,27,terça-feira,2024,Ago
28-Aug-24,8,agosto,28,quarta-feira,2024,Ago
29-Aug-24,8,agosto,29,quinta-feira,2024,Ago
30-Aug-24,8,agosto,30,sexta-feira,2024,Ago
31-Aug-24,8,agosto,31,sábado,2024,Ago
1-Sep-24,9,setembro,1,domingo,2024,Set
2-Sep-24,9,setembro,2,segunda-feira,2024,Set
3-Sep-24,9,setembro,3,terça-feira,2024,Set
4-Sep-24,9,setembro,4,quarta-feira,2024,Set
5-Sep-24,9,setembro,5,quinta-feira,2024,Set
6-Sep-24,9,setembro,6,sexta-feira,2024,Set
7-Sep-24,9,setembro,7,sábado,2024,Set
8-Sep-24,9,setembro,8,domingo,2024,Set
9-Sep-24,9,setembro,9,segunda-feira,2024,Set
10-Sep-24,9,setembro,10,terça-feira,2024,Set
11-Sep-24,9,setembro,11,quarta-feira,2024,Set
12-Sep-24,9,setembro,12,quinta-feira,2024,Set
13-Sep-24,9,setembro,13,sexta-feira,2024,Set
14-Sep-24,9,setembro,14,sábado,2024,Set
15-Sep-24,9,setembro,15,domingo,2024,Set
16-Sep-24,9,setembro,16,segunda-feira,2024,Set
17-Sep-24,9,setembro,17,terça-feira,2024,Set
18-Sep-24,9,setembro,18,quarta-feira,2024,Set
19-Sep-24,9,setembro,19,quinta-feira,2024,Set
20-Sep-24,9,setembro,20,sexta-feira,2024,Set
21-Sep-24,9,setembro,21,sábado,2024,Set
22-Sep-24,9,setembro,22,domingo,2024,Set
23-Sep-24,9,setembro,23,segunda-feira,2024,Set
24-Sep-24,9,setembro,24,terça-feira,2024,Set
25-Sep-24,9,setembro,25,quarta-feira,2024,Set
26-Sep-24,9,setembro,26,quinta-feira,2024,Set
27-Sep-24,9,setembro,27,sexta-feira,2024,Set
28-Sep-24,9,setembro,28,sábado,2024,Set
29-Sep-24,9,setembro,29,domingo,2024,Set
30-Sep-24,9,setembro,30,segunda-feira,2024,Set
1-Oct-24,10,outubro,1,terça-feira,2024,Out
2-Oct-24,10,outubro,2,quarta-feira,2024,Out
3-Oct-24,10,outubro,3,quinta-feira,2024,Out
4-Oct-24,10,outubro,4,sexta-feira,2024,Out
5-Oct-24,10,outubro,5,sábado,2024,Out
6-Oct-24,10,outubro,6,domingo,2024,Out
7-Oct-24,10,outubro,7,segunda-feira,2024,Out
8-Oct-24,10,outubro,8,terça-feira,2024,Out
9-Oct-24,10,outubro,9,quarta-feira,2024,Out
10-Oct-24,10,outubro,10,quinta-feira,2024,Out
11-Oct-24,10,outubro,11,sexta-feira,2024,Out
12-Oct-24,10,outubro,12,sábado,2024,Out
13-Oct-24,10,outubro,13,domingo,2024,Out
14-Oct-24,10,outubro,14,segunda-feira,2024,Out
15-Oct-24,10,outubro,15,terça-feira,2024,Out
16-Oct-24,10,outubro,16,quarta-feira,2024,Out
17-Oct-24,10,outubro,17,quinta-feira,2024,Out
18-Oct-24,10,outubro,18,sexta-feira,2024,Out
19-Oct-24,10,outubro,19,sábado,2024,Out
20-Oct-24,10,outubro,20,domingo,2024,Out
21-Oct-24,10,outubro,21,segunda-feira,2024,Out
22-Oct-24,10,outubro,22,terça-feira,2024,Out
23-Oct-24,10,outubro,23,quarta-feira,2024,Out
24-Oct-24,10,outubro,24,quinta-feira,2024,Out
25-Oct-24,10,outubro,25,sexta-feira,2024,Out
26-Oct-24,10,outubro,26,sábado,2024,Out
27-Oct-24,10,outubro,27,domingo,2024,Out
28-Oct-24,10,outubro,28,segunda-feira,2024,Out
29-Oct-24,10,outubro,29,terça-feira,2024,Out
30-Oct-24,10,outubro,30,quarta-feira,2024,Out
31-Oct-24,10,outubro,31,quinta-feira,2024,Out
1-Nov-24,11,novembro,1,sexta-feira,2024,Nov
2-Nov-24,11,novembro,2,sábado,2024,Nov
3-Nov-24,11,novembro,3,domingo,2024,Nov
4-Nov-24,11,novembro,4,segunda-feira,2024,Nov
5-Nov-24,11,novembro,5,terça-feira,2024,Nov
6-Nov-24,11,novembro,6,quarta-feira,2024,Nov
7-Nov-24,11,novembro,7,quinta-feira,2024,Nov
8-Nov-24,11,novembro,8,sexta-feira,2024,Nov
9-Nov-24,11,novembro,9,sábado,2024,Nov
10-Nov-24,11,novembro,10,domingo,2024,Nov
11-Nov-24,11,novembro,11,segunda-feira,2024,Nov
12-Nov-24,11,novembro,12,terça-feira,2024,Nov
13-Nov-24,11,novembro,13,quarta-feira,2024,Nov
14-Nov-24,11,novembro,14,quinta-feira,2024,Nov
15-Nov-24,11,novembro,15,sexta-feira,2024,Nov
16-Nov-24,11,novembro,16,sábado,2024,Nov
17-Nov-24,11,novembro,17,domingo,2024,Nov
18-Nov-24,11,novembro,18,segunda-feira,2024,Nov
19-Nov-24,11,novembro,19,terça-feira,2024,Nov
20-Nov-24,11,novembro,20,quarta-feira,2024,Nov
21-Nov-24,11,novembro,21,quinta-feira,2024,Nov
22-Nov-24,11,novembro,22,sexta-feira,2024,Nov
23-Nov-24,11,novembro,23,sábado,2024,Nov
24-Nov-24,11,novembro,24,domingo,2024,Nov
25-Nov-24,11,novembro,25,segunda-feira,2024,Nov
26-Nov-24,11,novembro,26,terça-feira,2024,Nov
27-Nov-24,11,novembro,27,quarta-feira,2024,Nov
28-Nov-24,11,novembro,28,quinta-feira,2024,Nov
29-Nov-24,11,novembro,29,sexta-feira,2024,Nov
30-Nov-24,11,novembro,30,sábado,2024,Nov
1-Dec-24,12,dezembro,1,domingo,2024,Dez
2-Dec-24,12,dezembro,2,segunda-feira,2024,Dez
3-Dec-24,12,dezembro,3,terça-feira,2024,Dez
4-Dec-24,12,dezembro,4,quarta-feira,2024,Dez
5-Dec-24,12,dezembro,5,quinta-feira,2024,Dez
6-Dec-24,12,dezembro,6,sexta-feira,2024,Dez
7-Dec-24,12,dezembro,7,sábado,2024,Dez
8-Dec-24,12,dezembro,8,domingo,2024,Dez
9-Dec-24,12,dezembro,9,segunda-feira,2024,Dez
10-Dec-24,12,dezembro,10,terça-feira,2024,Dez
11-Dec-24,12,dezembro,11,quarta-feira,2024,Dez
12-Dec-24,12,dezembro,12,quinta-feira,2024,Dez
13-Dec-24,12,dezembro,13,sexta-feira,2024,Dez
14-Dec-24,12,dezembro,14,sábado,2024,Dez
15-Dec-24,12,dezembro,15,domingo,2024,Dez
16-Dec-24,12,dezembro,16,segunda-feira,2024,Dez
17-Dec-24,12,dezembro,17,terça-feira,2024,Dez
18-Dec-24,12,dezembro,18,quarta-feira,2024,Dez
19-Dec-24,12,dezembro,19,quinta-feira,2024,Dez
20-Dec-24,12,dezembro,20,sexta-feira,2024,Dez
21-Dec-24,12,dezembro,21,sábado,2024,Dez
22-Dec-24,12,dezembro,22,domingo,2024,Dez
23-Dec-24,12,dezembro,23,segunda-feira,2024,Dez
24-Dec-24,12,dezembro,24,terça-feira,2024,Dez
25-Dec-24,12,dezembro,25,quarta-feira,2024,Dez
26-Dec-24,12,dezembro,26,quinta-feira,2024,Dez
27-Dec-24,12,dezembro,27,sexta-feira,2024,Dez
28-Dec-24,12,dezembro,28,sábado,2024,Dez
29-Dec-24,12,dezembro,29,domingo,2024,Dez
30-Dec-24,12,dezembro,30,segunda-feira,2024,Dez
